loss       nn_bpp     psnr_db    latent_bpp rate_bpp   lmbda      time_sec   itr        mac_decoded_pixel residue_bpp motion_bpp alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order frame_offset seq_name   residue_arm_weight_rate_bpp residue_arm_bias_rate_bpp residue_upsampling_weight_rate_bpp residue_upsampling_bias_rate_bpp residue_synthesis_weight_rate_bpp residue_synthesis_bias_rate_bpp motion_arm_weight_rate_bpp motion_arm_bias_rate_bpp motion_upsampling_weight_rate_bpp motion_upsampling_bias_rate_bpp motion_synthesis_weight_rate_bpp motion_synthesis_bias_rate_bpp 
5.188050   0.072617   25.619618  0.172007   0.244623   0.010000   88.0       14300      1437.419922 0.172007   0          0          0          0          0          256x512    131072     0          0          0          KiteFlite_8192x4096_30fps_8bit_420_erp_0 0.030128   0.001541   0.002892   0.000092   0.034637   0.003326   0          0          0          0          0          0          
