lambda,psnr,image_name,bpp,wsmse,wspsnr,time
0.0001,40.29386,Landing_6144x3072_30fps_8bit_420_erp_0.png,1.410261,1,39.80024957851674,88.5
0.0001,40.235685,Landing_6144x3072_30fps_8bit_420_erp_0.png,1.42234,0,40.23568105096486,96.8
0.0001,40.371167,Landing_6144x3072_30fps_8bit_420_erp_0.png,1.385045,1,39.88964138234919,87.9
0.0001668100537200059,39.36162,Landing_6144x3072_30fps_8bit_420_erp_0.png,1.164086,1,38.85257169255904,87.9
0.0002782559402207126,37.78907,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.961347,1,37.15704558688445,87.8
0.00046415888336127773,36.874511,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.758076,1,36.2979688987648,87.5
0.000774263682681127,35.367038,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.617125,1,34.71092505588829,88.0
0.001291549665014884,34.080214,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.488335,1,33.377111238377175,87.5
0.002154434690031882,32.584208,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.389342,1,31.851851958547357,88.0
0.003593813663804626,31.150705,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.313221,1,30.421387079301617,87.6
0.005994842503189409,29.686443,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.235171,1,28.87543096025452,88.3
0.01,28.338174,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.182571,1,27.455249252752303,88.0
0.0001,40.102382,Landing_6144x3072_30fps_8bit_420_erp_0.png,1.421438,0,40.10237849273427,96.2
0.0001668100537200059,39.210156,Landing_6144x3072_30fps_8bit_420_erp_0.png,1.201927,0,39.21015378285377,96.3
0.0002782559402207126,37.96083,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.988974,0,37.96084283939588,96.1
0.00046415888336127773,36.349422,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.822835,0,36.349423717960406,96.0
0.000774263682681127,35.385749,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.643634,0,35.38575098361216,96.7
0.001291549665014884,34.021639,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.524078,0,34.02162748272521,95.9
0.002154434690031882,32.580337,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.412065,0,32.58034276529711,96.5
0.003593813663804626,31.09604,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.323902,0,31.096042672408576,96.2
0.005994842503189409,29.769717,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.252564,0,29.769729116194938,96.1
0.01,28.421143,Landing_6144x3072_30fps_8bit_420_erp_0.png,0.196062,0,28.421143569932532,96.4
