lambda,psnr,image_name,bpp,wsmse,wspsnr,time
0.0001,39.82613,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,2.714637,1,39.61444365330617,88.0
0.0001,39.878064,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,2.757685,0,39.878053301369874,97.0
0.0001,39.802673,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,2.6766,1,39.5911124061087,87.7
0.0001668100537200059,38.116628,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,2.337618,1,37.8343164764603,88.0
0.0002782559402207126,36.440828,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,1.936236,1,36.090302140927456,87.9
0.00046415888336127773,34.583083,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,1.59646,1,34.1846555031174,87.8
0.000774263682681127,32.949819,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,1.3172,1,32.52352814966703,87.9
0.001291549665014884,31.103443,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,1.034947,1,30.627116571209502,88.0
0.002154434690031882,29.275482,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,0.777365,1,28.771850255546532,87.7
0.003593813663804626,27.600427,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,0.574841,1,27.095313606571125,87.8
0.005994842503189409,26.089574,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,0.409012,1,25.56575971716128,87.5
0.01,24.761313,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,0.28873,1,24.260976349984716,88.2
0.0001,39.89276,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,2.684738,0,39.89276240501998,96.4
0.0001668100537200059,38.2646,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,2.333684,0,38.26460174848424,96.4
0.0002782559402207126,36.619036,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,1.975718,0,36.61903984073656,95.8
0.00046415888336127773,34.946697,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,1.664539,0,34.94668899920087,96.6
0.000774263682681127,32.974656,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,1.329492,0,32.97465844576221,96.3
0.001291549665014884,31.234805,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,1.077941,0,31.23481484321723,96.6
0.002154434690031882,29.464329,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,0.825885,0,29.464322937633337,96.4
0.003593813663804626,27.635727,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,0.598101,0,27.63572665984369,96.3
0.005994842503189409,26.126335,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,0.433841,0,26.126334157556713,96.3
0.01,24.576165,BranCastle_6144x3072_30fps_8bit_420_erp_0.png,0.303428,0,24.576166056891093,96.4
